"geolocation_zip_code_prefix","geolocation_lat","geolocation_lng","geolocation_city","geolocation_state"
"01045",-23.542925000621707,-46.643423947383695,sao paulo,SP
"01024",-23.54186295323959,-46.630035294315356,sao paulo,SP
"01031",-23.542520789115148,-46.63533516134283,sao paulo,SP
"01014",-23.54676158651283,-46.63345484931019,sao paulo,SP
"01038",-23.542679676299098,-46.63819683884986,sao paulo,SP
"01050",-23.55073674632121,-46.64337116570483,sao paulo,SP
"01016",-23.548495128772636,-46.633490627676125,sao paulo,SP
"01049",-23.54530659310986,-46.636994571065735,sao paulo,SP
"01026",-23.539439503750902,-46.63306386663973,sao paulo,SP
"01016",-23.549283671100515,-46.631484900917506,sao paulo,SP
"01010",-23.546851358078364,-46.63554539392908,sao paulo,SP
"01029",-23.537313618096828,-46.63302994561133,são paulo,SP
"01021",-23.54516769470249,-46.632248679583284,sao paulo,SP
"01018",-23.550218647763327,-46.631879999999995,sao paulo,SP
"01014",-23.54533828642738,-46.63358224756194,sao paulo,SP
"01044",-23.545751050233726,-46.64132693574358,sao paulo,SP
"01034",-23.543343,-46.637777250000006,sao paulo,SP
"01049",-23.547441373853093,-46.63887208826244,sao paulo,SP
"01014",-23.547215717345587,-46.63338619272009,sao paulo,SP
"01050",-23.54985418067981,-46.643139396906825,sao paulo,SP
"01043",-23.544734636418685,-46.64252349042071,sao paulo,SP
"01020",-23.552495528997667,-46.632059999999996,são paulo,SP
"01046",-23.545317917306143,-46.64397479626647,sao paulo,SP
"01050",-23.548801662502175,-46.642373367043746,são paulo,SP
"01035",-23.54043969776091,-46.64371578005073,sao paulo,SP
"01036",-23.54131144157196,-46.64188583152521,sao paulo,SP
"01046",-23.545368575913177,-46.64318283002467,sao paulo,SP
"01046",-23.54675842186512,-46.64577102790114,são paulo,SP
"01048",-23.547154064948906,-46.639547890501504,sao paulo,SP
"01035",-23.5439473297362,-46.63739650167344,sao paulo,SP
"01046",-23.54639669248079,-46.643059340556235,sao paulo,SP
"01044",-23.544896375238064,-46.64201998306312,são paulo,SP
"01045",-23.54275397723474,-46.641482026083494,sao paulo,SP
"01045",-23.542303065497162,-46.64280268887412,sao paulo,SP
"01049",-23.54530659310986,-46.636994571065735,sao paulo,SP
"01019",-23.55188848459232,-46.63008934096028,sao paulo,SP
"01036",-23.540176426812717,-46.64415913591924,sao paulo,SP
"01043",-23.544734636418685,-46.64252349042071,são paulo,SP
"01040",-23.540111706359262,-46.63701681043339,sao paulo,SP
"01048",-23.547052131282804,-46.639477959749584,sao paulo,SP
"01020",-23.552499510675812,-46.630781025535214,sao paulo,SP
"01042",-23.54472059810152,-46.640515568959614,sao paulo,SP
"01050",-23.548801662502175,-46.642373367043746,sao paulo,SP
"01033",-23.5369582492354,-46.63581027505907,sao paulo,SP
"01050",-23.54985418067981,-46.643139396906825,sao paulo,SP
"01024",-23.541389521053937,-46.629899087812184,sao paulo,SP
"01007",-23.549610740492827,-46.638350654452076,sao paulo,SP
"01021",-23.541026814876787,-46.63207068206479,sao paulo,SP
"01050",-23.54885719288482,-46.64186497030983,sao paulo,SP
"01044",-23.545626999163286,-46.64140988467314,sao paulo,SP
"01013",-23.547307871775626,-46.634251279358246,sao paulo,SP
"01014",-23.545948945322863,-46.63350149901904,são paulo,SP
"01037",-23.543883072998984,-46.63807493421437,são paulo,SP
"01026",-23.539167607276784,-46.63524162031853,sao paulo,SP
"01007",-23.548339277829033,-46.63800653788448,sao paulo,SP
"01032",-23.540505663338884,-46.63541486857297,sao paulo,SP
"01046",-23.545047855675463,-46.64317276879801,sao paulo,SP
"01035",-23.54043969776091,-46.64371578005073,sao paulo,SP
"01022",-23.544497629753593,-46.631461751457095,sao paulo,SP
"01030",-23.538363904524203,-46.63293009824575,são paulo,SP
"01046",-23.545165891770928,-46.643785796266464,sao paulo,SP
"01037",-23.546156574239742,-46.63988527422235,sao paulo,SP
"01003",-23.548900652778652,-46.63715701234924,sao paulo,SP
"01032",-23.541853610425484,-46.63513727589531,sao paulo,SP
"01042",-23.544667372468112,-46.64066942714524,sao paulo,SP
"01019",-23.55173348265909,-46.630302710110165,são paulo,SP
"01008",-23.545450466558925,-46.63565673674192,sao paulo,SP
"01003",-23.54904445268046,-46.63518261226844,sao paulo,SP
"01005",-23.54947149598929,-46.637403877748234,sao paulo,SP
"01046",-23.54535489177092,-46.644014321801684,sao paulo,SP
"01042",-23.54472059810152,-46.640515568959614,sao paulo,SP
"01050",-23.548487627243432,-46.640686594090816,sao paulo,SP
"01047",-23.545561222863455,-46.640338742166264,sao paulo,SP
"01050",-23.55073674632121,-46.64337116570483,sao paulo,SP
"01017",-23.55015993031922,-46.63146540189848,sao paulo,SP
"01020",-23.552495528997667,-46.632059999999996,sao paulo,SP
"01005",-23.548758390789974,-46.6384109454671,sao paulo,SP
"01050",-23.54874766250217,-46.64239136704376,sao paulo,SP
"01012",-23.54701177397665,-46.634828728075746,sao paulo,SP
"01030",-23.538399296150907,-46.632887607680814,sao paulo,SP
"01012",-23.548957805989996,-46.63455515820299,sao paulo,SP
"01013",-23.546420999999995,-46.63436151110851,sao paulo,SP
"01046",-23.545047855675463,-46.64317276879801,sao paulo,SP
"01046",-23.546817419095163,-46.64537999999999,sao paulo,SP
"01016",-23.54944327061568,-46.63234970260834,são paulo,SP
"01035",-23.540204555658082,-46.644147057043064,sao paulo,SP
"01050",-23.548723167349607,-46.64160299584504,sao paulo,SP
"01026",-23.539167607276784,-46.63524162031853,sao paulo,SP
"01006",-23.5502592536788,-46.63635993588781,sao paulo,SP
"01001",-23.550497706907514,-46.63433817805407,sao paulo,SP
"01048",-23.546537098534216,-46.63917496696296,sao paulo,SP
"01020",-23.551854317790983,-46.62920011656761,sao paulo,SP
"01047",-23.54731074271453,-46.64142302885344,sao paulo,SP
"01033",-23.542949999999962,-46.63529999999997,sao paulo,SP
"01032",-23.5398418758395,-46.63514797691531,são paulo,SP
"01033",-23.540796722482114,-46.63647342862273,sao paulo,SP
"01020",-23.55223547100232,-46.6284406588955,sao paulo,SP
"01002",-23.547416857608706,-46.63636125131286,sao paulo,SP
"01050",-23.54918735221301,-46.644194604074144,são paulo,SP
"01009",-23.546340513734233,-46.636238503202634,são paulo,SP
"01019",-23.551889908967603,-46.63105318887411,sao paulo,SP
"01027",-23.538015199549932,-46.631947411045076,são paulo,SP
"01048",-23.546908131282798,-46.63939590146579,sao paulo,SP
"01046",-23.546081127035535,-46.64482029837157,sao paulo,SP
"01034",-23.542995562878023,-46.63757566934563,sao paulo,SP
"01035",-23.5439473297362,-46.63739650167344,sao paulo,SP
"01050",-23.54985418067981,-46.643139396906825,sao paulo,SP
"01047",-23.54731074271453,-46.64142302885344,sao paulo,SP
"01046",-23.546381972243076,-46.642893706619056,sao paulo,SP
"01045",-23.542487362746506,-46.64293486717402,sao paulo,SP
"01045",-23.542303065497162,-46.64280268887412,sao paulo,SP
"01011",-23.546690486964888,-46.635446958807194,sao paulo,SP
"01044",-23.547276880373964,-46.6399237790698,sao paulo,SP
"01007",-23.55100661977027,-46.6358718820474,sao paulo,SP
"01047",-23.54577819732822,-46.64064024216627,sao paulo,SP
"01029",-23.54056295337295,-46.632850401754254,sao paulo,SP
"01012",-23.54900820122337,-46.63452647668646,sao paulo,SP
"01019",-23.55166351540767,-46.63125415903973,sao paulo,SP
"01001",-23.55064182209015,-46.634409790322515,sao paulo,SP
"01037",-23.543883072998984,-46.63807493421437,sao paulo,SP
"01020",-23.552495528997667,-46.632059999999996,sao paulo,SP
"01041",-23.543712849558617,-46.6402632336835,sao paulo,SP
"01033",-23.54032130474925,-46.636394815973325,sao paulo,SP
"01050",-23.54985418067981,-46.643139396906825,sao paulo,SP
"01025",-23.539920936547933,-46.628347928793204,sao paulo,SP
"01004",-23.550115903139222,-46.63512161420169,sao paulo,SP
"01044",-23.544475407986656,-46.64244051581169,sao paulo,SP
"01050",-23.548723167349607,-46.64160299584504,sao paulo,SP
"01020",-23.552494470713864,-46.631394,sao paulo,SP
"01033",-23.536810801835053,-46.63572116276196,sao paulo,SP
"01026",-23.538895356079482,-46.63545499624909,sao paulo,SP
"01011",-23.546690486964888,-46.635446958807194,sao paulo,SP
"01032",-23.53657098695826,-46.6341731724855,sao paulo,SP
"01033",-23.536859249235395,-46.635793333342896,sao paulo,SP
"01030",-23.537239491257424,-46.63298206549715,sao paulo,SP
"01046",-23.546081127035535,-46.64482029837157,são paulo,SP
"01009",-23.54693540437998,-46.63658792659698,sao paulo,SP
"01042",-23.54415075852622,-46.6412233941082,sao paulo,SP
"01046",-23.546081127035535,-46.64482029837157,sao paulo,SP
"01046",-23.545317917306143,-46.64397479626647,sao paulo,SP
"01023",-23.542602956979636,-46.630942836257084,sao paulo,SP
"01033",-23.540796722482114,-46.63647342862273,sao paulo,SP
"01046",-23.54549529358727,-46.64422479530947,sao paulo,SP
"01046",-23.545368575913177,-46.64318283002467,sao paulo,SP
"01036",-23.542828083530566,-46.63939930668248,sao paulo,SP
"01021",-23.54033745045876,-46.632073065497174,sao paulo,SP
"01049",-23.54530659310986,-46.636994571065735,sao paulo,SP
"01043",-23.545781968088136,-46.641376633648726,sao paulo,SP
"01003",-23.54904445268046,-46.63518261226844,sao paulo,SP
"01030",-23.54203523397196,-46.63296206411218,sao paulo,SP
"01025",-23.540410813203355,-46.631264935195325,sao paulo,SP
"01026",-23.539616057447088,-46.631187497778285,sao paulo,SP
"01021",-23.541832875382298,-46.63214268206478,sao paulo,SP
"01023",-23.541849922557606,-46.6313376895666,sao paulo,SP
"01050",-23.548722622251763,-46.64376241424774,sao paulo,SP
"01019",-23.55166351540767,-46.63125415903973,sao paulo,SP
"01014",-23.547082268784923,-46.63340844117833,sao paulo,SP
"01042",-23.54472059810152,-46.640515568959614,sao paulo,SP
"01009",-23.54693540437998,-46.63658792659698,sao paulo,SP
"01045",-23.54275397723474,-46.641482026083494,sao paulo,SP
"01036",-23.542828083530566,-46.63939930668248,são paulo,SP
"01004",-23.549513091869112,-46.63471930613423,sao paulo,SP
"01035",-23.54043969776091,-46.64371578005073,sao paulo,SP
"01005",-23.549819091869107,-46.63560588995324,sao paulo,SP
"01044",-23.544689343874467,-46.6422237403486,sao paulo,SP
"01008",-23.5452611626464,-46.63554571412088,sao paulo,SP
"01037",-23.54519873979251,-46.63791575103784,sao paulo,SP
"01005",-23.548758390789974,-46.6384109454671,sao paulo,SP
"01032",-23.537019709129215,-46.63435857175824,sao paulo,SP
"01035",-23.5439473297362,-46.63739650167344,sao paulo,SP
"01017",-23.54981334999131,-46.63035027254893,são paulo,SP
"01046",-23.545731279214017,-46.64319919124003,sao paulo,SP
"01014",-23.546065945322866,-46.63347449901905,sao paulo,SP
"01042",-23.545051649171974,-46.64007245239201,são paulo,SP
"01046",-23.545106152086156,-46.64381018541167,sao paulo,SP
"01019",-23.551387491805688,-46.631432373708854,são paulo,SP
"01046",-23.54639669248079,-46.643059340556235,sao paulo,SP
"01050",-23.549847516244395,-46.64562246058632,sao paulo,SP
"01029",-23.543769055769133,-46.63427784085132,sao paulo,SP
"01019",-23.551500510127546,-46.63131236649549,sao paulo,SP
"01013",-23.547686322234377,-46.6341397692307,sao paulo,SP
"01008",-23.5480135387212,-46.637097428385985,sao paulo,SP
"01001",-23.54969829946912,-46.63390859285005,sao paulo,SP
"01034",-23.541967016100166,-46.63707836441802,sao paulo,SP
"01025",-23.54002629316738,-46.62858942838324,sao paulo,SP
"01026",-23.53984025062037,-46.6302639919499,são paulo,SP
"01038",-23.54474047293557,-46.641129228287795,sao paulo,SP
"01016",-23.548495128772636,-46.633490627676125,sao paulo,SP
"01048",-23.547634911449112,-46.641159240637045,sao paulo,SP
"01009",-23.54693540437998,-46.63658792659698,são paulo,SP
"01047",-23.545879784349914,-46.640673717871785,sao paulo,SP
"01036",-23.540176426812717,-46.64415913591924,sao paulo,SP
"01003",-23.548960477927228,-46.63617216180967,sao paulo,SP
"01022",-23.544986605055076,-46.63345367485142,sao paulo,SP
"01030",-23.543326183738223,-46.63336425644875,sao paulo,SP
"01041",-23.543712849558617,-46.6402632336835,sao paulo,SP
"01032",-23.54137740605342,-46.63573484012354,sao paulo,SP
"01041",-23.543539449073783,-46.64057731057763,sao paulo,SP
"01046",-23.546252957116764,-46.64521736309942,sao paulo,SP
"01005",-23.54947149598929,-46.637403877748234,sao paulo,SP
"01014",-23.544631844566954,-46.63393720301238,sao paulo,SP
"01031",-23.542520789115148,-46.63533516134283,sao paulo,SP
"01018",-23.552143145161256,-46.63270720967747,são paulo,SP
"01019",-23.551405529008704,-46.63058033341841,sao paulo,SP
"01007",-23.548166155735117,-46.63823833081751,são paulo,SP
"01012",-23.54799237468981,-46.63463255343638,são paulo,SP
"01042",-23.54415075852622,-46.6412233941082,sao paulo,SP
"01017",-23.54968991921072,-46.63051281086609,sao paulo,SP
"01033",-23.536810801835053,-46.63572116276196,sao paulo,SP
"01001",-23.551426655288804,-46.63407394670785,sao paulo,SP
"01046",-23.545606640313828,-46.64432448652557,sao paulo,SP
"01031",-23.542520789115148,-46.63533516134283,são paulo,SP
"01028",-23.536027749379617,-46.632878533585306,sao paulo,SP
"01046",-23.546817419095163,-46.64537999999999,sao paulo,SP
"01046",-23.54675842186512,-46.64577102790114,sao paulo,SP
"01050",-23.548722622251763,-46.64376241424774,sao paulo,SP
"01030",-23.538418155981304,-46.63292012378098,sao paulo,SP
"01007",-23.549177399388316,-46.63863497209885,sao paulo,SP
"01026",-23.539425401610018,-46.63342428573489,sao paulo,SP
"01042",-23.544009031363597,-46.641499354982955,sao paulo,SP
"01020",-23.55223547100232,-46.6284406588955,sao paulo,SP
"01033",-23.540035348866123,-46.63590402178432,sao paulo,SP
"01040",-23.540384691932537,-46.63746629211154,sao paulo,SP
"01049",-23.547837310577627,-46.64099781196259,sao paulo,SP
"01011",-23.546690486964888,-46.635446958807194,sao paulo,SP
"01022",-23.544714739944567,-46.63316426588382,são paulo,SP
"01046",-23.546081127035535,-46.64482029837157,sao paulo,SP
"01022",-23.54481763780367,-46.63327164210284,sao paulo,SP
"01020",-23.55255548932418,-46.630281525535224,sao paulo,SP
"01050",-23.548722622251763,-46.64376241424774,sao paulo,SP
"01006",-23.54909870413756,-46.63584104801203,sao paulo,SP
"01033",-23.53805926617227,-46.63596154951257,sao paulo,SP
"01046",-23.545368575913177,-46.64318283002467,sao paulo,SP
"01041",-23.54424217208146,-46.63966881349182,sao paulo,SP
"01034",-23.542106542327883,-46.63658202790115,sao paulo,SP
"01046",-23.54612896641469,-46.64295148361138,sao paulo,SP
"01047",-23.546273112412678,-46.64122516971552,sao paulo,SP
"01033",-23.53710682737027,-46.63578266997533,sao paulo,SP
"01036",-23.54045127670386,-46.64357021994927,sao paulo,SP
"01045",-23.541593762969626,-46.64189378810082,sao paulo,SP
"01046",-23.54612896641469,-46.64295148361138,sao paulo,SP
"01046",-23.546594577298162,-46.64303356647811,sao paulo,SP
"01030",-23.53652807216227,-46.633023105459124,sao paulo,SP
"01014",-23.545625699694156,-46.63354191520002,sao paulo,SP
"01046",-23.546081127035535,-46.64482029837157,sao paulo,SP
"01032",-23.54137740605342,-46.63573484012354,são paulo,SP
"01027",-23.53821280045007,-46.631370614490145,sao paulo,SP
"01022",-23.544295438253737,-46.632081127531876,sao paulo,SP
"01028",-23.53624171663104,-46.6320595335853,são paulo,SP
"01046",-23.546081127035535,-46.64482029837157,sao paulo,SP
"01006",-23.55069564418031,-46.63488479003406,sao paulo,SP
"01033",-23.53784452510254,-46.634192025535214,sao paulo,SP
"01048",-23.54718811601936,-46.639588390501515,sao paulo,SP
"01040",-23.54160305551385,-46.639215518870124,sao paulo,SP
"01046",-23.54575827921402,-46.64319019124005,sao paulo,SP
"01049",-23.545052507905847,-46.63682478157995,sao paulo,SP
"01048",-23.54718811601936,-46.639588390501515,sao paulo,SP
"01045",-23.542925000621707,-46.643423947383695,sao paulo,SP
"01026",-23.54001724395527,-46.629740913122546,sao paulo,SP
"01035",-23.541740936176268,-46.641356197760906,são paulo,SP
"01049",-23.54797787399732,-46.64007553774023,sao paulo,SP
"01019",-23.552151883432384,-46.63080224715792,sao paulo,SP
"01035",-23.540983825979165,-46.64256855760085,sao paulo,SP
"01017",-23.54989795585446,-46.63094437636323,sao paulo,SP
"01050",-23.54922662225177,-46.64432041424772,sao paulo,SP
"01027",-23.538015199549932,-46.631947411045076,sao paulo,SP
"01019",-23.551500510127546,-46.63131236649549,sao paulo,SP
"01042",-23.545394591176624,-46.63971870122335,sao paulo,SP
"01029",-23.543769055769133,-46.63427784085132,sao paulo,SP
"01040",-23.539898074383967,-46.6366870320561,são paulo,SP
"01046",-23.546081127035535,-46.64482029837157,sao paulo,SP
"01042",-23.544009031363597,-46.641499354982955,sao paulo,SP
"01041",-23.54320753981771,-46.64090617831388,sao paulo,SP
"01016",-23.54921843682667,-46.63112044738743,sao paulo,SP
"01042",-23.54504537246811,-46.640187927145234,são paulo,SP
"01026",-23.53984025062037,-46.6302639919499,sao paulo,SP
"01026",-23.53925652899767,-46.63316199708581,sao paulo,SP
"01041",-23.54448286788048,-46.63930622647012,sao paulo,SP
"01046",-23.54612896641469,-46.64295148361138,sao paulo,SP
"01046",-23.545083855675458,-46.643162794333236,sao paulo,SP
"01033",-23.540035348866123,-46.63590402178432,sao paulo,SP
"01005",-23.54977002637195,-46.63583891548848,sao paulo,SP
"01041",-23.54349553981771,-46.640523678313876,sao paulo,SP
"01043",-23.544736721622694,-46.64226379961334,sao paulo,SP
"01028",-23.536027749379617,-46.632878533585306,sao paulo,SP
"01022",-23.547794628585642,-46.63023791550086,sao paulo,SP
"01030",-23.543522150989634,-46.6334662636621,sao paulo,SP
"01010",-23.545361513938836,-46.6346895341229,sao paulo,SP
"01036",-23.542828083530566,-46.63939930668248,sao paulo,SP
"01007",-23.550096635581966,-46.637934794477474,sao paulo,SP
"01025",-23.540410813203355,-46.631264935195325,sao paulo,SP
"01020",-23.552359071614003,-46.62912034248948,sao paulo,SP
"01014",-23.544631844566954,-46.63393720301238,sao paulo,SP
"01046",-23.545731279214017,-46.64319919124003,sao paulo,SP
"01019",-23.552151883432384,-46.63080224715792,sao paulo,SP
"01048",-23.546908131282798,-46.63939590146579,sao paulo,SP
"01045",-23.541593762969626,-46.64189378810082,sao paulo,SP
"01033",-23.54077242862274,-46.63658627751788,sao paulo,SP
"01020",-23.552494470713864,-46.631394,sao paulo,SP
"01041",-23.543712849558617,-46.6402632336835,sao paulo,SP
"01037",-23.545187340816042,-46.63785524104107,sao paulo,SP
"01041",-23.54349553981771,-46.640523678313876,sao paulo,SP
"01050",-23.549433308067456,-46.64461567513988,sao paulo,SP
"01037",-23.546723374689815,-46.6402811858157,sao paulo,SP
"01050",-23.5494055434244,-46.64338206272719,sao paulo,SP
"01017",-23.54981334999131,-46.63035027254893,sao paulo,SP
"01009",-23.548942362228352,-46.6375916208613,sao paulo,SP
"01036",-23.54131144157196,-46.64188583152521,sao paulo,SP
"01023",-23.544176196779958,-46.63217303372952,são paulo,SP
"01023",-23.541081532632955,-46.63084531784219,sao paulo,SP
"01021",-23.539158,-46.632020039961944,sao paulo,SP
"01009",-23.54534853344108,-46.635664756044726,sao paulo,SP
"01001",-23.550497706907514,-46.63433817805407,sao paulo,SP
"01050",-23.54985418067981,-46.643139396906825,são paulo,SP
"01040",-23.540876706359263,-46.638218310433395,são paulo,SP
"01046",-23.546081127035535,-46.64482029837157,sao paulo,SP
"01037",-23.546462574239737,-46.64014529975757,sao paulo,SP
"01007",-23.550776601448405,-46.63639141479597,sao paulo,SP
"01011",-23.545577325841062,-46.63477539133823,sao paulo,SP
"01020",-23.552533361648077,-46.62960898251487,sao paulo,SP
"01032",-23.541381136274456,-46.63552281556929,sao paulo,SP
"01026",-23.539425401610018,-46.63342428573489,sao paulo,SP
"01048",-23.546167438253743,-46.638926759911215,sao paulo,SP
"01021",-23.540914236193654,-46.63213975243804,sao paulo,SP
"01047",-23.545561222863455,-46.640338742166264,sao paulo,SP
"01031",-23.54069108510848,-46.63395529665179,sao paulo,SP
"01004",-23.550765432973616,-46.635323406601664,sao paulo,SP
"01009",-23.54569153926945,-46.635866061486446,sao paulo,SP
"01031",-23.542520789115148,-46.63533516134283,sao paulo,SP
"01028",-23.53518494171711,-46.636543849801654,são paulo,SP
"01019",-23.552151883432384,-46.63080224715792,sao paulo,SP
"01031",-23.543034925067772,-46.63494607770218,sao paulo,SP
"01013",-23.546420999999995,-46.63436151110851,sao paulo,SP
